url,title,pubdate,tags
https://www.england.nhs.uk/2019/05/nhs-england-funds-2million-to-boost-system-wide-leadership-development/,NHS England funds £2million to boost system-wide leadership development,2019-05-08,"integrated-care,long-term-plan,primary-care,stp"
https://www.england.nhs.uk/2019/05/nhs-funds-handheld-headache-busting-device-as-part-of-long-term-plan/,NHS funds handheld headache-busting device as part of Long Term Plan,2019-05-07,"innovation,long-term-plan"
https://www.england.nhs.uk/2019/05/nhs-stroke-action-will-save-hundreds-of-lives/,NHS Stroke action will save hundreds of lives,2019-05-07,"heart-disease,long-term-plan,stroke"
https://www.england.nhs.uk/2019/05/nhs-long-term-plan-to-give-mums-the-royal-treatment-as-14000-choose-home-birth/,"NHS Long Term Plan to give mums the ‘Royal Treatment’, as 14,000 choose home birth",2019-05-04,"maternity,nursing-midwifery-care"
https://www.england.nhs.uk/2019/04/nhs-england-strikes-world-leading-deal-to-help-eliminate-hepatitis-c/,NHS England strikes world leading deal to help eliminate hepatitis C,2019-04-30,"medicine,specialised-commissioning"
https://www.england.nhs.uk/2019/04/nhs-sleep-clinic-programme-boosts-children-and-parents-mental-health/,NHS ‘sleep clinic’ programme boosts children and parents’ mental health,2019-04-29,"cyp,mental-health"
https://www.england.nhs.uk/2019/04/annual-nhs-cancer-checks-top-two-million-for-the-first-time/,Annual NHS cancer checks top two million for the first time,2019-04-23,cancer
https://www.england.nhs.uk/2019/04/staff-praised-as-nhs-productivity-grows/,Staff praised as NHS productivity grows more than twice as fast as wider economy,2019-04-22,"efficiencies,workforce"
https://www.england.nhs.uk/2019/04/nhs-england-to-fund-pioneering-new-brain-surgery-for-children-who-are-deaf/,NHS England to fund pioneering new brain surgery for children who are deaf,2019-04-21,"cyp,hearing-loss,innovation,long-term-plan"
https://www.england.nhs.uk/2019/04/thousands-more-set-to-get-help-as-nhs-rolls-out-mental-health-job-coaches/,Thousands more set to get help as NHS rolls out mental health job coaches,2019-04-20,mental-health
https://www.england.nhs.uk/2019/04/nhs-on-hand-this-bank-holiday-as-diy-injuries-increase/,NHS on hand this bank holiday as DIY injuries increase,2019-04-19,"patient-care,primary-care,uec"
https://www.england.nhs.uk/2019/04/digital-tool-to-help-reduce-avoidable-lengthy-stays-in-hospital/,Digital tool to help reduce avoidable lengthy stays in hospital,2019-04-15,"digital,efficiencies,patient-care"
https://www.england.nhs.uk/2019/04/gp-scheme-frees-up-half-a-million-hours-for-patients/,GP scheme frees up half a million hours for patients,2019-04-13,gp
https://www.england.nhs.uk/2019/04/last-chance-to-put-forward-health-and-care-heroes-for-nhs-awards/,Last chance to put forward health and care heroes for NHS awards,2019-04-11,"event,workforce"
https://www.england.nhs.uk/2019/04/nhs-thanks-staff-for-record-winter-performance/,NHS thanks staff for record winter performance,2019-04-11,"long-term-plan,mental-health,nhs-111,uec,winter-news,workforce"
https://www.england.nhs.uk/2019/04/quit-smoking-advice-for-pregnant-women-in-nhs-drive-to-prevent-stillbirths/,Quit smoking advice for pregnant women in NHS drive to prevent stillbirths,2019-04-10,maternity
https://www.england.nhs.uk/2019/04/bowen-bounce-prompts-thousands-to-seek-nhs-bowel-cancer-advice/,‘Bowen Bounce’ prompts thousands to seek NHS bowel cancer advice,2019-04-05,cancer
https://www.england.nhs.uk/2019/04/specialist-mental-health-support-for-new-mums-available-in-every-part-of-england/,Specialist mental health support for new mums available in every part of England,2019-04-04,"long-term-plan,maternity,mental-health,nursing-midwifery-care"
https://www.england.nhs.uk/2019/04/patients-on-nhs-type-2-diabetes-prevention-programme-lose-almost-60000kg-between-them/,"Patients on NHS type 2 diabetes prevention programme lose almost 60,000kg between them",2019-04-01,"diabetes,long-term-plan"
https://www.england.nhs.uk/2019/03/nhs-assembly-announced-to-help-deliver-the-long-term-plan/,NHS Assembly announced to help deliver the Long Term Plan,2019-03-28,long-term-plan
https://www.england.nhs.uk/2019/03/nhs-england-and-nhs-improvement-board-meeting-in-common-28-march-2019/,NHS England and NHS Improvement Board Meeting in Common – 28 March 2019,2019-03-26,board-meeting
https://www.england.nhs.uk/2019/03/nhs-applauds-plans-by-english-football-league-to-improve-nations-health/,NHS applauds plans by English Football League to improve nation’s health,2019-03-19,"cancer,long-term-plan,mental-health,ipc"
https://www.england.nhs.uk/2019/03/jo-cox-foundation-backs-campaign-to-end-loneliness/,Jo Cox Foundation backs campaign to end loneliness,2019-03-18,"integrated-care,long-term-plan,mental-health,older-people,ipc"
https://www.england.nhs.uk/2019/03/campaign-to-bring-more-family-doctors-back-to-general-practice/,Campaign to bring more family doctors back to general practice,2019-03-18,gp
https://www.england.nhs.uk/2019/03/first-chief-midwife-appointed/,First Chief Midwife appointed to drive world-class NHS care for new mums,2019-03-14,"long-term-plan,maternity,nursing-midwifery-care"
https://www.england.nhs.uk/2019/03/englands-chief-nurse-sets-out-long-term-vision-for-nhs-nursing/,England’s Chief Nurse sets out long term vision for NHS nursing,2019-03-14,"equality-diversity,long-term-plan,nursing-midwifery-care,workforce"
https://www.england.nhs.uk/2019/03/nhs-england-calls-for-applications-from-female-healthcare-scientists/,NHS England calls for applications from female healthcare scientists to apply for Leadership Development scheme,2019-03-12,"equality-diversity,healthcare-science"
https://www.england.nhs.uk/2019/03/the-nhs-in-england-will-offer-free-tampons-and-other-sanitary-products-to-every-hospital-patient-who-needs-them-simon-stevens-announced-today/,The NHS in England will offer free tampons and other sanitary products to every hospital patient who needs them,2019-03-12,"equality-diversity,standard-contract"
https://www.england.nhs.uk/2019/03/nhs-to-test-new-rapid-care-measures-for-patients-with-the-most-urgent-mental-and-physical-health-needs/,NHS to test new rapid care measures for patients with the most urgent mental and physical health needs,2019-03-11,"cancer,heart-disease,long-term-plan,mental-health,respiratory,sepsis,stroke,uec"
https://www.england.nhs.uk/2019/03/nhs-long-term-plan-to-reduce-toll-of-hidden-killer-sepsis/,NHS Long Term Plan to reduce toll of ‘hidden killer’ sepsis,2019-03-11,sepsis
https://www.england.nhs.uk/2019/03/inspirational-video-marks-international-womens-day/,Inspirational video marks International Women’s Day,2019-03-08,workforce
https://www.england.nhs.uk/2019/03/urgent-same-day-care-to-spare-unnecessary-hospital-stays/,Urgent same day care to spare half a million more patients unnecessary hospital stays as part of NHS Long Term Plan,2019-03-08,"long-term-plan,patient-care,uec"
https://www.england.nhs.uk/2019/03/nhs-england-publishes-guidance-on-flash-glucose-monitors-for-type-1-diabetes-patients/,NHS England publishes guidance on Flash Glucose Monitors for Type 1 diabetes patients,2019-03-07,diabetes
https://www.england.nhs.uk/2019/03/nhs-celebrate-health-and-care-heroes/,NHS to celebrate health and care heroes as it launches parliamentary awards,2019-03-05,"event,workforce"
https://www.england.nhs.uk/2019/03/new-leaders-announced/,New leaders announced to help deliver the NHS Long Term Plan,2019-03-01,"about-us,long-term-plan"
https://www.england.nhs.uk/2019/03/new-chief-people-officer/,New Chief People Officer to help build the NHS workforce of the future,2019-03-01,"about-us,workforce"
https://www.england.nhs.uk/2019/02/prep-impact-trial-to-be-expanded/,PrEP Impact Trial to be expanded,2019-02-28,"comm,medicine,specialised-commissioning"
https://www.england.nhs.uk/2019/02/board-meeting-in-common-28-feb-2019/,NHS England and NHS Improvement Board Meeting in Common – 28 February 2019,2019-02-28,board-meeting
https://www.england.nhs.uk/2019/02/staff-and-patients-asked-for-their-views-on-proposals-to-help-the-nhs-deliver-its-long-term-plan/,Staff and patients asked for their views on proposals to help the NHS deliver its Long Term Plan,2019-02-28,long-term-plan
https://www.england.nhs.uk/2019/02/nhs-to-give-therapy-for-harmful-social-media-as-part-of-plan-to-tackle-rare-eating-disorder/,NHS to give therapy for harmful social media as part of plan to tackle rare eating disorder,2019-02-28,"cyp,diabetes,long-term-plan,mental-health"
https://www.england.nhs.uk/2019/02/nhs-publishes-latest-nhs-staff-survey-results/,NHS publishes latest NHS staff survey results,2019-02-26,workforce
https://www.england.nhs.uk/2019/02/20000-mums-get-help-from-nhs-maternity-advice-line/,"20,000 mums get help from NHS maternity advice line",2019-02-26,"long-term-plan,maternity,nursing-midwifery-care"
https://www.england.nhs.uk/2019/02/young-male-nursing-applicants-surge-after-we-are-the-nhs-recruitment-campaign/,Young male nursing applicants surge after ‘We are the NHS’ recruitment campaign,2019-02-25,"nursing-midwifery-care,workforce"
https://www.england.nhs.uk/2019/02/support-to-overcome-back-pain/,Millions to get fast support to overcome back pain thanks to NHS Long Term Plan,2019-02-23,"elective,gp,msk"
https://www.england.nhs.uk/2019/02/professor-sir-mike-richards-launches-new-drive-to-improve-care-and-save-lives/,Professor Sir Mike Richards launches new drive to improve care and save lives,2019-02-21,"cancer,long-term-plan"
https://www.england.nhs.uk/2019/02/simon-stevens-challenges-ambulance-makers-to-help-blue-lights-go-green/,Simon Stevens challenges ambulance makers to help ‘blue lights go green’,2019-02-14,"long-term-plan,uec"
https://www.england.nhs.uk/2019/02/check-loved-ones-for-dementia/,Barbara Windsor’s husband issues Valentine’s Day call for people to check loved ones for dementia,2019-02-14,"dementia,mental-health"
https://www.england.nhs.uk/2019/02/teens-admitted-to-hospital/,Hospital admissions for youths assaulted with sharp objects up almost 60%,2019-02-09,"cyp,uec"
https://www.england.nhs.uk/2019/02/lung-trucks/,NHS to rollout lung cancer scanning trucks across the country,2019-02-08,"cancer,respiratory"
https://www.england.nhs.uk/2019/02/board-meeting-31-january-2019/,Video of the NHS England Board meeting – 31 January 2019,2019-02-07,board-meeting
https://www.england.nhs.uk/2019/02/older-patients-spared-dementia-and-falls-by-nhs-tech-roll-out/,Older patients spared dementia and falls by NHS tech roll-out,2019-02-07,"dementia,digital,older-people"
https://www.england.nhs.uk/2019/02/cold-weather-alert-79/,Cold weather alert: Level 1 – winter preparedness and action,2019-02-04,winter-news
https://www.england.nhs.uk/2019/02/top-doctor-calls-for-ban-on-damaging-and-misleading-celebrity-social-media-ads/,Top doctor calls for ban on ‘damaging and misleading’ celebrity social media ads,2019-02-02,digital
https://www.england.nhs.uk/2019/02/no-snow-day-for-nhs-workers/,No snow day for NHS workers,2019-02-01,"winter-news,workforce"
https://www.england.nhs.uk/2019/02/gps-create-100000-extra-patient-appointments-through-primary-care-network-model/,"GPs create 100,000 extra patient appointments through Primary Care Network model",2019-02-01,"gp,integrated-care,long-term-plan,primary-care"
https://www.england.nhs.uk/2019/02/cold-weather-alert-78/,Cold weather alert: Level 3 – cold weather action,2019-02-01,winter-news
https://www.england.nhs.uk/2019/01/clinical-pharmacists-vital-to-patient-care-in-five-year-gp-deal/,Clinical pharmacists vital to patient care in five-year GP deal,2019-01-31,"gp,long-term-plan,pharmacy,primary-care"
https://www.england.nhs.uk/2019/01/cold-weather-alert-77/,Cold weather alert: Level 3 – cold weather action,2019-01-31,winter-news
https://www.england.nhs.uk/2019/01/five-year-deal-to-expand-gp-services-and-kick-start-nhs-long-term-plan-implementation/,Five-year deal to expand GP services and kick start NHS Long Term Plan implementation,2019-01-31,"gp,long-term-plan"
https://www.england.nhs.uk/2019/01/watch-the-live-video-stream-of-nhs-englands-board-meeting-4/,Watch the live video stream of NHS England’s Board meeting,2019-01-30,board-meeting
https://www.england.nhs.uk/2019/01/army-of-workers-to-support-family-doctors/,Army of workers to support family doctors,2019-01-28,"gp,ipc,primary-care"
https://www.england.nhs.uk/2019/01/nhs-englands-board-meeting-31-january-2019/,NHS England’s Board meeting – 31 January 2019,2019-01-28,board-meeting
https://www.england.nhs.uk/2019/01/cold-weather-alert-level-3-cold-weather-action-6/,Cold weather alert: Level 3 – cold weather action,2019-01-28,winter-news
https://www.england.nhs.uk/2019/01/cold-weather-alert-level-2-alert-and-readiness-12/,Cold weather alert: Level 2 – alert and readiness,2019-01-25,winter-news
https://www.england.nhs.uk/2019/01/nhs-app-begins-public-rollout/,NHS App begins public rollout,2019-01-23,digital
https://www.england.nhs.uk/2019/01/boy-with-rare-brain-cancer-to-be-treated-at-new-nhs-125-million-centre/,Boy with rare brain cancer to be treated at new NHS £125 million centre,2019-01-23,"cancer,specialised-commissioning"
https://www.england.nhs.uk/2019/01/surgical-safety-checklist/,Decade of improved outcomes for patients thanks to Surgical Safety Checklist,2019-01-21,"patient-care,psa"
https://www.england.nhs.uk/2019/01/cold-weather-alert-76/,Cold weather alert: Level 3 – cold weather action,2019-01-21,winter-news
https://www.england.nhs.uk/2019/01/nhs-top-doctor-prompts-stronger-mental-health-safeguards-on-high-street-botox/,NHS top doctor prompts stronger mental health safeguards on high street botox,2019-01-19,"long-term-plan,mental-health,safeguarding"
https://www.england.nhs.uk/2019/01/nhs-englands-plan-to-eliminate-hepatitis-c-decisively-backed-by-high-court/,NHS England’s plan to eliminate Hepatitis C decisively backed by High Court,2019-01-18,"medicine,specialised-commissioning"
https://www.england.nhs.uk/2019/01/cold-weather-alert-75/,Cold weather alert: Level 3 – cold weather action,2019-01-18,winter-news
https://www.england.nhs.uk/2019/01/race-equality/,NHS commits to long term support for race equality,2019-01-16,"equality-diversity,long-term-plan,workforce"
https://www.england.nhs.uk/2019/01/cold-weather-alert-74/,Cold weather alert: Level 2 – alert and readiness,2019-01-15,winter-news
https://www.england.nhs.uk/2019/01/patients-avoid-7500-nights-in-hospital-with-tailored-home-help-scheme/,"Patients avoid 7,500 nights in hospital with ‘tailored’ home help scheme",2019-01-15,"integrated-care,long-term-plan,ipc"
https://www.england.nhs.uk/2019/01/update-on-the-prep-impact-trial/,Update on the PrEP Impact Trial,2019-01-11,"comm,medicine,specialised-commissioning"
https://www.england.nhs.uk/2019/01/local-health-groups-allocated-570-billion-to-fund-the-nhs-long-term-plan/,Local NHS allocated £570 billion to fund the NHS Long Term Plan,2019-01-10,"comm,long-term-plan"
https://www.england.nhs.uk/2019/01/gp-practices-free-up-3000-extra-patient-appointments-through-primary-care-network/,"GP practices free up 3,000 extra patient appointments through Primary Care Network",2019-01-10,"gp,long-term-plan,primary-care"
https://www.england.nhs.uk/2019/01/skill-and-dedication-of-nhs-staff-praised-as-health-service-productivity-outstrips-the-rest-of-the-economy/,Skill and dedication of NHS staff praised as health service productivity outstrips the rest of the economy,2019-01-09,"long-term-plan,workforce"
https://www.england.nhs.uk/2019/01/cold-weather-alert-73/,Cold weather alert: Level 1 – winter preparedness and action,2019-01-07,winter-news
https://www.england.nhs.uk/2019/01/long-term-plan/,NHS Long Term Plan to tackle major killer conditions and save up to half a million lives,2019-01-07,"digital,long-term-plan,patient-care"
https://www.england.nhs.uk/2019/01/nhs-long-term-plan-will-help-problem-drinkers-and-smokers/,NHS Long Term Plan will help problem drinkers and smokers,2019-01-05,"diabetes,maternity,obesity,patient-care,respiratory"
https://www.england.nhs.uk/2019/01/cold-weather-alert-level-2-alert-and-readiness-11/,Cold weather alert: Level 2 – alert and readiness,2019-01-04,winter-news
https://www.england.nhs.uk/2019/01/cold-weather-alert-level-2-alert-and-readiness-10/,Cold weather alert: Level 2 – alert and readiness,2019-01-03,winter-news
https://www.england.nhs.uk/2019/01/missed-gp-appointments-costing-nhs-millions/,Missed GP appointments costing NHS millions,2019-01-02,primary-care
https://www.england.nhs.uk/2018/12/spotting-heart-problems-early/,Spotting heart problems early could prevent dementia in tens of thousands,2018-12-31,"dementia,heart-disease,stroke"
https://www.england.nhs.uk/2018/12/new-years-honours-list/,The NHS’s ‘remarkable people doing extraordinary things’ named in New Year’s Honours list,2018-12-28,workforce
https://www.england.nhs.uk/2018/12/nhs-england-announces-25-million-boost-for-childrens-hospices/,NHS England announces £25 million boost for children’s hospices,2018-12-27,"cyp,end-of-life-care"
https://www.england.nhs.uk/2018/12/footy-fans/,NHS Chief hails scheme to help footy fans to slim down,2018-12-26,diabetes
https://www.england.nhs.uk/2018/12/nhs-chief-thanks-staff-caring-for-patients-over-christmas/,NHS Chief thanks staff caring for patients over Christmas,2018-12-24,workforce
https://www.england.nhs.uk/2018/12/pregnancy-bmi-and-pharmacists-hit-nhs-top-ten-at-christmas/,"Pregnancy, BMI and pharmacists hit NHS top ten at Christmas",2018-12-23,"maternity,pharmacy"
https://www.england.nhs.uk/2018/12/nhs-urges-people-to-spot-signs-of-depression-and-dementia-in-loved-ones-this-christmas/,NHS urges people to spot signs of depression and dementia in loved ones this Christmas,2018-12-22,"dementia,mental-health"
https://www.england.nhs.uk/2018/12/spinal-surgery-for-babies-in-the-womb-on-the-nhs/,Spinal surgery for babies in the womb on the NHS,2018-12-22,"innovation,ltc,maternity"
https://www.england.nhs.uk/2018/12/nhs-funds-drunk-tanks-to-ease-christmas-pressure-on-ae-and-999/,NHS funds ‘drunk tanks’ to ease Christmas pressure on A&E and 999,2018-12-21,"uec,winter-news"
https://www.england.nhs.uk/2018/12/nhs-long-term-plan-to-create-national-heroes-service-for-veterans/,NHS long term plan to create ‘national heroes service’ for veterans,2018-12-17,"armed-forces,long-term-plan,mental-health"
https://www.england.nhs.uk/2018/12/evening-weekend-general-practice-appointments/,Evening and weekend general practice appointments available across England,2018-12-17,"gp,primary-care"
https://www.england.nhs.uk/2018/12/cold-weather-alert-level-1-2/,Cold weather alert: Level 1 – winter preparedness and action,2018-12-17,winter-news
https://www.england.nhs.uk/2018/12/cold-weather-alert-level-2-alert-and-readiness-9/,Cold weather alert: Level 2 – alert and readiness,2018-12-13,winter-news
https://www.england.nhs.uk/2018/12/cold-weather-alert-level-2/,Cold weather alert: Level 2 – alert and readiness,2018-12-12,winter-news
https://www.england.nhs.uk/2018/12/nhs-england-welcomes-leading-genetics-expert-to-its-board/,NHS England welcomes leading genetics expert to its board,2018-12-11,workforce
https://www.england.nhs.uk/2018/12/nhs-england-and-nhs-improvement-announce-new-senior-leadership-posts/,NHS England and NHS Improvement announce new senior leadership posts,2018-12-11,workforce
https://www.england.nhs.uk/2018/12/mental-health-nurses-and-paramedics-to-respond-together-to-reduce-avoidable-hospital-admissions/,Mental health nurses and paramedics to respond together to reduce avoidable hospital admissions,2018-12-07,"mental-health,uec"
https://www.england.nhs.uk/2018/12/first-nhs-cancer-patient-to-begin-treatment-with-state-of-the-art-proton-beam-therapy-in-manchester/,First NHS cancer patient to begin treatment with state of the art proton beam therapy in Manchester,2018-12-04,"cancer,specialised-commissioning"
https://www.england.nhs.uk/2018/12/partners-of-new-mums-with-mental-illness-set-to-get-targeted-support-on-the-nhs/,Partners of new mums with mental illness set to get targeted support on the NHS,2018-12-03,"maternity,mental-health"
https://www.england.nhs.uk/2018/11/very-low-calorie-diets-part-of-nhs-action-to-tackle-growing-obesity-and-type-2-diabetes-epidemic/,Very low calorie diets part of NHS action to tackle growing obesity and Type 2 diabetes epidemic,2018-11-30,"diabetes,long-term-plan"
https://www.england.nhs.uk/2018/11/gps-stopped-from-prescribing-gluten-free-pizzas-cakes-and-biscuits/,"GPs stopped from prescribing gluten free pizzas, cakes and biscuits",2018-11-28,"efficiencies,long-term-plan,medicine"
https://www.england.nhs.uk/2018/11/nhs-englands-board-meeting-28-november-2018/,NHS England’s Board meeting – 28 November 2018,2018-11-27,board-meeting
https://www.england.nhs.uk/2018/11/watch-the-live-video-stream-of-nhs-englands-board-meeting-3/,Watch the live video stream of NHS England’s Board meeting,2018-11-27,board-meeting
https://www.england.nhs.uk/2018/11/first-children-with-cancer-to-begin-treatment-with-revolutionary-car-t-therapy/,First children with cancer to begin treatment with revolutionary CAR-T therapy,2018-11-27,"cancer,cyp,long-term-plan,medicine,ipc"
https://www.england.nhs.uk/2018/11/nhs-set-to-save-record-300-million-on-the-nhss-highest-drug-spend/,NHS set to save record £300 million on the NHS’s highest drug spend,2018-11-26,"comm,long-term-plan,medicine"
https://www.england.nhs.uk/2018/11/over-65s-urged-to-take-advantage-of-record-flu-vaccination-programme/,Over 65s urged to take advantage of record flu vaccination programme,2018-11-19,"medicine,winter-news"
https://www.england.nhs.uk/2018/11/cancer-screening-to-be-overhauled-as-part-of-nhs-long-term-plan-to-improve-care-and-save-lives/,Cancer screening to be overhauled as part of NHS long term plan to improve care and save lives,2018-11-15,"cancer,long-term-plan,patient-care"
https://www.england.nhs.uk/2018/11/nhs-to-provide-life-changing-glucose-monitors-for-type-1-diabetes-patients/,NHS to provide life changing glucose monitors for Type 1 diabetes patients,2018-11-14,"diabetes,digital,ltc"
https://www.england.nhs.uk/2018/11/speaking-up-in-support-of-self-care/,Speaking up in support of self care,2018-11-13,"ipc,self-care"
https://www.england.nhs.uk/2018/11/encouraging-people-to-choose-self-care-for-life/,Encouraging people to choose self care for life,2018-11-12,"ipc,self-care"
https://www.england.nhs.uk/2018/11/nhs-leaders-commit-to-specialist-health-support-for-veterans-in-every-part-of-nhs/,NHS leaders commit to specialist health support for veterans in every part of NHS,2018-11-10,"armed-forces,patient-care"
https://www.england.nhs.uk/2018/11/instant-messaging-services-a-vital-part-of-the-nhs-toolkit-during-a-crisis/,Instant messaging services a “vital part of the NHS toolkit” during a crisis,2018-11-09,"digital,psa"
https://www.england.nhs.uk/2018/11/englands-top-doctor-calls-on-nhs-to-use-tech-to-revamp-outpatient-system/,England’s top doctor calls on NHS to use tech to revamp outpatient system,2018-11-09,"digital,innovation,integrated-care,patient-care,primary-care"
https://www.england.nhs.uk/2018/11/advice-line-for-gps-saves-hours-of-travel-for-patients-and-100k-to-be-reinvested-back-into-nhs/,Advice line for GPs saves hours of travel for patients and £100k to be reinvested back into NHS,2018-11-02,"gp,integrated-care,long-term-plan"
https://www.england.nhs.uk/2018/11/cold-weather-alert-level-1-winter-preparedness-and-action-5/,Cold weather alert: Level 1 – winter preparedness and action,2018-11-01,winter-news
https://www.england.nhs.uk/2018/10/nhs-set-to-save-150-million-by-switching-to-new-versions-of-most-costly-drug/,NHS set to save £150 million by switching to new versions of most costly drug,2018-10-16,"efficiencies,medicine"
https://www.england.nhs.uk/2018/10/nhs-to-trial-tech-to-cut-missed-appointments-and-save-up-to-20-million/,NHS to trial tech to cut missed appointments and save up to £20 million,2018-10-14,"digital,innovation"
https://www.england.nhs.uk/2018/10/families-of-over-300-children-avoid-driving-30000-miles-for-appointments-thanks-to-new-hospital-alliance/,"Families of over 300 children avoid driving 30,000 miles for appointments thanks to new hospital alliance",2018-10-12,"cyp,integrated-care,mental-health,patient-care,stp"
https://www.england.nhs.uk/2018/10/nhs-to-provide-long-term-screening-service-for-grenfell-community/,NHS to provide long term screening service for Grenfell community,2018-10-09,"gp,mental-health,patient-care"
https://www.england.nhs.uk/2018/10/turnbull-and-fry-effect-will-safe-lives-says-nhs-chief/,"Turnbull and Fry effect will save lives, says NHS Chief",2018-10-09,cancer
https://www.england.nhs.uk/2018/10/every-nhs-hospital-in-england-to-cut-sugary-drinks-sales/,Every NHS hospital in England to cut sugary drinks sales,2018-10-09,"diabetes,obesity"
https://www.england.nhs.uk/2018/10/nhs-to-prioritise-doctors-mental-health/,NHS to prioritise doctors’ mental health,2018-10-05,"gp,long-term-plan,mental-health,primary-care"
https://www.england.nhs.uk/2018/10/nhs-england-strikes-deal-for-ground-breaking-cancer-treatment-in-a-new-european-first/,NHS England strikes deal for ground breaking cancer treatment in a new European first,2018-10-05,"cancer,comm,medicine,specialised-commissioning"
https://www.england.nhs.uk/2018/10/nhs-to-recruit-doctors-from-down-under/,NHS to recruit doctors from ‘Down Under’,2018-10-04,"gp,primary-care,workforce"
https://www.england.nhs.uk/2018/09/extra-support-pledged-for-gps-this-winter/,Extra support pledged for GPs this winter,2018-09-26,"gp,primary-care,winter-news"
https://www.england.nhs.uk/2018/09/nhs-englands-board-meeting/,NHS England’s Board meeting – 26 September 2018,2018-09-24,board-meeting
https://www.england.nhs.uk/2018/09/school-students-called-on-to-be-nhs-workforce-of-the-future-as-health-service-director-goes-back-to-the-classroom/,School students called on to be NHS ‘workforce of the future’ as health service director goes back to the classroom,2018-09-20,"equality-diversity,nhs70,workforce"
https://www.england.nhs.uk/2018/09/nhs-opens-international-search-for-new-innovations/,NHS opens international search for new innovations,2018-09-13,innovation
https://www.england.nhs.uk/2018/09/patients-say/,£450k announced to help patients have their say on health services,2018-09-11,"integrated-care,patient-care,stp"
https://www.england.nhs.uk/2018/09/nhs-england-launches-campaign-urging-patients-to-check-before-you-tick-for-free-prescriptions/,NHS England launches campaign urging patients to ‘check before you tick’ for free prescriptions,2018-09-10,"gp,medicine,pharmacy"
